name,year,miles,color,condition,price
Nissan Rogue,2023,"6,889 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$26,991"
Nissan Rogue Sport,2022,"7,415 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$26,998"
Nissan Rogue Sport,2022,"12,713 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$26,988"
Nissan Rogue Sport,2020,"74,943 miles","Gray exterior, Black interior","1 accident reported, 3 Owners","$15,995"
Nissan Sentra,2021,"24,044 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$20,998"
Nissan Sentra,2019,"50,045 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$16,998"
Nissan Sentra,2021,"24,044 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$20,998"
Nissan Sentra,2015,"56,977 miles","Black exterior, Black interior","No accidents reported, 3 Owners","$14,998"
Nissan Sentra,2019,"50,045 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$16,998"
Nissan Sentra,2017,"40,583 miles","Red exterior, Black interior","No accidents reported, 2 Owners","$15,998"
Nissan Sentra,2020,"28,711 miles","Silver exterior, Black interior","1 accident reported, 1 Owner","$19,998"
Nissan Sentra,2022,"22,045 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$17,799"
Nissan Sentra,2015,"56,977 miles","Black exterior, Black interior","No accidents reported, 3 Owners","$14,998"
Nissan Sentra,2021,"23,023 miles","Red exterior, Beige interior","No accidents reported, 1 Owner","$18,278"
Nissan Sentra,2021,"9,892 miles","White exterior, Black interior","No accidents reported, 1 Owner","$20,998"
Nissan Sentra,2023,766 miles,"Black exterior, Black interior","No accidents reported, 1 Owner","$20,897"
Nissan Sentra,2019,"50,110 miles","White exterior, Black interior","No accidents reported, 2 Owners","$16,998"
Nissan Sentra,2022,"8,554 miles","White exterior, Black interior","No accidents reported, 1 Owner","$21,988"
Nissan Sentra,2020,"18,122 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$18,954"
Nissan Sentra,2019,"37,152 miles","White exterior, Black interior","No accidents reported, 1 Owner","$13,799"
Nissan Sentra,2022,"7,296 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$18,999"
Nissan Sentra,2020,"38,340 miles","White exterior, Black interior","No accidents reported, 2 Owners","$17,400"
Nissan Sentra,2023,"10,269 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$19,859"
Nissan Sentra,2020,"95,604 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$13,988"
Nissan Sentra,2022,"7,296 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$18,999"
Nissan Sentra,2020,"38,340 miles","White exterior, Black interior","No accidents reported, 2 Owners","$17,400"
Nissan Sentra,2021,"44,122 miles","White exterior, Black interior","No accidents reported, 1 Owner","$18,891"
Nissan Sentra,2021,"35,750 miles","Gray exterior, Black interior","2 accidents reported, 1 Owner","$16,999"
Nissan Sentra,2023,"10,269 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$19,859"
Nissan Sentra,2020,"95,604 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$13,988"
Nissan Sentra,2022,"44,666 miles","Gray exterior, Gray interior","2 accidents reported, 1 Owner","$20,998"
Nissan Sentra,2019,"52,053 miles","White exterior, Black interior","No accidents reported, 3 Owners","$12,490"
Nissan Sentra,2022,"34,581 miles","White exterior, Black interior","No accidents reported, 1 Owner","$18,288"
Nissan Sentra,2020,"75,915 miles","Gray exterior, Beige interior","No accidents reported, 1 Owner","$17,998"
Nissan Sentra,2021,"44,122 miles","White exterior, Black interior","No accidents reported, 1 Owner","$18,891"
Nissan Sentra,2020,"27,094 miles","White exterior, Black interior","No accidents reported, 1 Owner","$18,591"
Nissan Sentra,2017,"93,195 miles","Silver exterior, Black interior","No accidents reported, 2 Owners","$9,792"
Nissan Sentra,2021,"60,013 miles","White exterior, Black interior","No accidents reported, 1 Owner","$18,891"
Nissan Sentra,2017,"83,097 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$8,995"
Nissan Sentra,2020,"27,966 miles","Blue exterior, Beige interior","No accidents reported, 1 Owner","$20,998"
Nissan Sentra,2021,"38,250 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$17,414"
Nissan Sentra,2017,"73,181 miles","White exterior, Black interior","No accidents reported, 1 Owner","$10,797"
Nissan Titan,2017,"50,920 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$30,998"
Nissan Versa,2017,"87,358 miles","Gray exterior, Black interior","1 accident reported, 1 Owner","$8,488"
Nissan Versa,2020,"23,906 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$16,998"
Nissan Versa,2021,"62,103 miles","Blue exterior, Gray interior","No accidents reported, 1 Owner","$15,641"
Nissan Versa,2016,"69,957 miles","White exterior, Black interior","No accidents reported, 2 Owners","$9,988"
Nissan Versa,2021,"62,103 miles","Blue exterior, Gray interior","No accidents reported, 1 Owner","$15,641"
Nissan Versa,2016,"69,957 miles","White exterior, Black interior","No accidents reported, 2 Owners","$9,988"
Nissan Versa,2022,"54,626 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$13,950"
Nissan Versa,2021,"64,534 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$15,681"
Nissan Versa,2022,"54,626 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$13,950"
Nissan Versa,2021,"64,534 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$15,681"
Nissan Versa,2021,"61,250 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$15,891"
Nissan Versa,2021,"65,570 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$15,674"
Nissan Versa,2021,"65,570 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$15,674"
Nissan Versa,2021,"51,155 miles","White exterior, Gray interior","No accidents reported, 2 Owners","$15,857"
Nissan Versa,2021,"61,306 miles","Black exterior, Gray interior","No accidents reported, 1 Owner","$15,288"
Nissan Versa,2021,"60,534 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$14,488"
Nissan Versa,2017,"64,545 miles","White exterior, Black interior","No accidents reported, 3 Owners","$8,987"
Nissan Versa,2019,"28,269 miles","Gray exterior, Black interior","2 accidents reported, 3 Owners","$10,795"
Nissan Versa,2021,"64,380 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$15,500"
Pontiac Solstice,2008,"79,559 miles","Black exterior, Black interior","No accidents reported, 5 Owners","$11,795"
Pontiac Solstice,2008,"79,559 miles","Black exterior, Black interior","No accidents reported, 5 Owners","$11,795"
Porsche 718 Cayman,2018,"54,169 miles","Black exterior, Black interior","No accidents reported, 2 Owners","$48,919"
Porsche 911,2002,"58,556 miles","Silver exterior, Black interior","No accidents reported, 3 Owners","$26,996"
Porsche 911,2008,"43,698 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$58,727"
Porsche Boxster,2016,"42,202 miles","Black exterior, Black interior","1 accident reported, 2 Owners","$40,912"
Porsche Cayenne,2021,"21,991 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$102,167"
Porsche Cayenne,2020,"44,880 miles","Silver exterior, Black interior","No accidents reported, 3 Owners","$43,998"
Porsche Cayenne,2020,"44,880 miles","Silver exterior, Black interior","No accidents reported, 3 Owners","$43,998"
Porsche Cayman,2006,"70,805 miles","White exterior, Unknown interior","No accidents reported, 2 Owners","$26,919"
Porsche Cayman,2008,"84,960 miles","Gray exterior, Unknown interior","No accidents reported, 0 Owners","$26,895"
Porsche Cayman,2007,"102,373 miles","Silver exterior, Black interior","No accidents reported, 4 Owners","$16,981"
Porsche Cayman,2007,"102,373 miles","Silver exterior, Black interior","No accidents reported, 4 Owners","$16,981"
Porsche Macan,2020,"27,002 miles","White exterior, Black interior","No accidents reported, 2 Owners","$39,998"
Porsche Macan,2021,"35,286 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$48,998"
Porsche Macan,2020,"18,629 miles","White exterior, Black interior","No accidents reported, 1 Owner","$39,998"
Porsche Macan,2020,"39,689 miles","Blue exterior, Black interior","1 accident reported, 1 Owner","$36,998"
Porsche Macan,2018,"38,205 miles","Black exterior, Black interior","No accidents reported, 4 Owners","$32,295"
Porsche Macan,2023,"6,882 miles","White exterior, Black interior","No accidents reported, 1 Owner","$53,983"
Porsche Macan,2023,"6,882 miles","White exterior, Black interior","No accidents reported, 1 Owner","$53,983"
Porsche Macan,2021,"20,658 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$42,998"
Porsche Macan,2018,"40,585 miles","White exterior, Black interior","No accidents reported, 4 Owners","$32,998"
Porsche Macan,2023,"4,309 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$52,881"
Porsche Macan,2023,"4,309 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$52,881"
Porsche Macan,2023,"7,627 miles","White exterior, Black interior","No accidents reported, 1 Owner","$54,983"
Porsche Macan,2023,"5,183 miles","Red exterior, Black interior","No accidents reported, 1 Owner","$54,983"
Ram 1500,2021,"107,431 miles","Blue exterior, Brown interior","1 accident reported, 1 Owner","$21,999"
Ram 1500,2020,"42,603 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$30,998"
Ram 1500,2020,"25,736 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$35,998"
Ram 1500,2020,"8,924 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$33,998"
Ram 1500,2015,"100,521 miles","Silver exterior, Gray interior","No accidents reported, 2 Owners","$22,998"
Ram 1500,2019,"40,718 miles","White exterior, Black interior","No accidents reported, 2 Owners","$31,998"
Ram 1500,2020,"43,024 miles","Red exterior, Black interior","1 accident reported, 1 Owner","$29,998"
Ram 1500,2020,"66,634 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$36,998"
Ram 1500,2019,"48,152 miles","Silver exterior, Black interior","1 accident reported, 3 Owners","$36,998"
Ram 1500,2022,"28,537 miles","White exterior, Black interior","No accidents reported, 1 Owner","$41,998"
Ram 1500,2019,"97,414 miles","Red exterior, Black interior","No accidents reported, 2 Owners","$27,998"
Ram 1500,2021,"85,851 miles","Silver exterior, Gray interior","No accidents reported, 2 Owners","$31,990"
Ram 1500,2021,"85,851 miles","Silver exterior, Gray interior","No accidents reported, 2 Owners","$31,990"
Ram 1500,2021,"6,006 miles","White exterior, Black interior","No accidents reported, 1 Owner","$42,987"
Ram 1500,2020,"58,499 miles","White exterior, Black interior","No accidents reported, 2 Owners","$30,998"
Ram 1500,2020,"35,608 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$38,998"
Ram 1500,2019,"49,845 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$31,998"
Ram 1500,2020,"20,820 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$41,998"
Ram 1500,2019,"20,223 miles","White exterior, Black interior","No accidents reported, 1 Owner","$34,998"
Ram 1500 Classic,2020,"38,374 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$26,998"
Ram 1500 Classic,2022,"5,833 miles","White exterior, Black interior","No accidents reported, 1 Owner","$23,720"
Ram 1500 Classic,2019,"39,860 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$28,998"
Ram 2500,2021,"16,763 miles","White exterior, Gray interior","1 accident reported, 1 Owner","$35,999"
Ram ProMaster Cargo Van,2021,"67,050 miles","White exterior, Black interior","No accidents reported, 1 Owner","$29,988"
Ram ProMaster City Cargo Van,2021,"32,878 miles","White exterior, Black interior","No accidents reported, 1 Owner","$27,997"
Rolls-Royce Dawn,2018,"14,272 miles","White exterior, Beige interior","No accidents reported, 2 Owners","$252,900"
Saturn Aura,2007,"63,951 miles","Gray exterior, Beige interior","No accidents reported, 2 Owners","$5,599"
Scion FR-S,2015,"56,614 miles","Yellow exterior, Black interior","2 accidents reported, 2 Owners","$17,850"
Scion tC,2015,"144,366 miles","Gray exterior, Black interior","No accidents reported, 2 Owners","$7,499"
Scion xB,2014,"109,345 miles","White exterior, Black interior","1 accident reported, 2 Owners","$7,949"
Subaru Ascent,2022,"17,828 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$34,888"
Subaru Ascent,2022,"12,435 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$34,449"
Subaru Ascent,2021,"23,805 miles","White exterior, Beige interior","No accidents reported, 1 Owner","$30,000"
Subaru Ascent,2022,"12,435 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$34,449"
Subaru Ascent,2022,"25,721 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$34,984"
Subaru Ascent,2022,"25,721 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$34,984"
Subaru Ascent,2021,"55,635 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$24,988"
Subaru Ascent,2023,"5,418 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$44,800"
Subaru B9 Tribeca,2006,"141,511 miles","Black exterior, Unknown interior","2 accidents reported, 2 Owners","$5,995"
Subaru B9 Tribeca,2006,"141,511 miles","Black exterior, Unknown interior","2 accidents reported, 2 Owners","$5,995"
Subaru BRZ,2022,"21,000 miles","Red exterior, Black interior","No accidents reported, 2 Owners","$28,998"
Subaru Crosstrek,2021,"20,653 miles","Red exterior, Black interior","3 accidents reported, 1 Owner","$25,299"
Subaru Crosstrek,2020,"34,869 miles","White exterior, Black interior","No accidents reported, 1 Owner","$24,995"
Subaru Crosstrek,2021,"7,485 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$26,300"
Subaru Crosstrek,2021,"41,707 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$24,991"
Subaru Crosstrek,2021,"7,485 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$26,300"
Subaru Crosstrek,2021,"34,129 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$24,499"
Subaru Crosstrek,2021,"33,559 miles","Gray exterior, Gray interior","1 accident reported, 1 Owner","$25,988"
Subaru Crosstrek,2020,"43,420 miles","Black exterior, Black interior","1 accident reported, 1 Owner","$24,499"
Subaru Crosstrek,2021,"34,409 miles","White exterior, Black interior","No accidents reported, 1 Owner","$25,100"
Subaru Crosstrek,2024,"1,301 miles","White exterior, Black interior","No accidents reported, 1 Owner","$26,741"
Subaru Crosstrek,2022,"39,427 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$23,300"
Subaru Crosstrek,2018,"71,542 miles","Blue exterior, Gray interior","No accidents reported, 3 Owners","$21,998"
Subaru Crosstrek,2021,"33,559 miles","Gray exterior, Gray interior","1 accident reported, 1 Owner","$25,988"
Subaru Crosstrek,2024,"5,020 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$30,998"
Subaru Crosstrek,2024,"1,535 miles","Blue exterior, Gray interior","No accidents reported, 1 Owner","$25,992"
Subaru Crosstrek,2021,"51,073 miles","Yellow exterior, Black interior","No accidents reported, 1 Owner","$24,998"
Subaru Crosstrek,2019,"31,066 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$22,799"
Subaru Crosstrek,2018,"61,983 miles","Orange exterior, Black interior","No accidents reported, 2 Owners","$19,649"
Subaru Crosstrek,2021,"28,147 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$26,009"
Subaru Crosstrek,2021,"33,075 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$25,500"
Subaru Forester,2021,"37,997 miles","White exterior, Brown interior","No accidents reported, 1 Owner","$26,449"
Subaru Forester,2017,"84,165 miles","Red exterior, Gray interior","No accidents reported, 1 Owner","$16,500"
Subaru Forester,2021,"52,224 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$24,099"
Subaru Forester,2021,"12,548 miles","White exterior, Brown interior","No accidents reported, 1 Owner","$28,699"
Subaru Forester,2017,"99,241 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$14,948"
Subaru Forester,2021,"32,390 miles","Blue exterior, Gray interior","1 accident reported, 1 Owner","$23,749"
Subaru Forester,2021,"8,879 miles","Green exterior, Gray interior","No accidents reported, 1 Owner","$26,065"
Subaru Forester,2020,"30,962 miles","Black exterior, Gray interior","No accidents reported, 1 Owner","$24,998"
Subaru Forester,2017,"62,567 miles","Gray exterior, Gray interior","1 accident reported, 2 Owners","$17,889"
Subaru Forester,2017,"99,241 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$14,948"
Subaru Forester,2021,"8,879 miles","Green exterior, Gray interior","No accidents reported, 1 Owner","$26,065"
Subaru Forester,2021,"43,610 miles","Blue exterior, Gray interior","No accidents reported, 1 Owner","$25,099"
Subaru Forester,2021,"17,357 miles","Black exterior, Brown interior","No accidents reported, 1 Owner","$28,299"
Subaru Forester,2021,"24,736 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$22,679"
Subaru Forester,2015,"13,366 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$18,100"
Subaru Forester,2021,"17,357 miles","Black exterior, Brown interior","No accidents reported, 1 Owner","$28,299"
Subaru Forester,2022,"4,681 miles","Red exterior, Gray interior","No accidents reported, 1 Owner","$28,948"
Subaru Forester,2021,"24,736 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$22,679"
Subaru Forester,2021,"10,044 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$26,986"
Subaru Forester,2021,"24,454 miles","Green exterior, Gray interior","No accidents reported, 1 Owner","$26,555"
Subaru Forester,2023,"6,290 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$33,500"
Subaru Forester,2021,"26,650 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$28,649"
Subaru Forester,2022,"4,681 miles","Red exterior, Gray interior","No accidents reported, 1 Owner","$28,948"
Subaru Forester,2021,"46,578 miles","Blue exterior, Gray interior","No accidents reported, 1 Owner","$21,388"
Subaru Forester,2014,"103,854 miles","White exterior, Gray interior","1 accident reported, 2 Owners","$12,495"
Subaru Forester,2021,"24,454 miles","Green exterior, Gray interior","No accidents reported, 1 Owner","$26,555"
Subaru Forester,2023,"6,290 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$33,500"
Subaru Forester,2020,"22,828 miles","Black exterior, Gray interior","No accidents reported, 1 Owner","$26,500"
Subaru Forester,2023,"4,148 miles","Green exterior, Gray interior","No accidents reported, 1 Owner","$27,000"
Subaru Forester,2023,"1,935 miles","Brown exterior, Black interior","No accidents reported, 1 Owner","$32,918"
Subaru Forester,2014,"103,854 miles","White exterior, Gray interior","1 accident reported, 2 Owners","$12,495"
Subaru Forester,2020,"50,162 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$23,998"
Subaru Forester,2014,"123,549 miles","Red exterior, Gray interior","No accidents reported, 3 Owners","$11,778"
Subaru Forester,2020,"50,162 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$23,998"
Subaru Forester,2014,"123,549 miles","Red exterior, Gray interior","No accidents reported, 3 Owners","$11,778"
Subaru Forester,2017,"83,415 miles","Silver exterior, Black interior","No accidents reported, 2 Owners","$17,595"
Subaru Forester,2017,"83,415 miles","Silver exterior, Black interior","No accidents reported, 2 Owners","$17,595"
Subaru Forester,2021,"15,539 miles","Black exterior, Gray interior","No accidents reported, 1 Owner","$23,349"
Subaru Forester,2021,"15,539 miles","Black exterior, Gray interior","No accidents reported, 1 Owner","$23,349"
Subaru Impreza,2015,"80,234 miles","Blue exterior, Black interior","No accidents reported, 2 Owners","$14,998"
Subaru Impreza,2020,"28,266 miles","White exterior, Black interior","No accidents reported, 1 Owner","$21,620"
Subaru Impreza,2019,"35,495 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$18,999"
Subaru Impreza,2019,"35,495 miles","Black exterior, Black interior","No accidents reported, 1 Owner","$18,999"
Subaru Impreza,2015,"80,234 miles","Blue exterior, Black interior","No accidents reported, 2 Owners","$14,998"
Subaru Impreza,2024,"3,804 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$24,469"
Subaru Legacy,2023,"5,293 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$23,999"
Subaru Outback,2020,"43,468 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$22,000"
Subaru Outback,2024,"2,455 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$31,999"
Subaru Outback,2020,"43,468 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$22,000"
Subaru Outback,2023,"4,001 miles","Black exterior, Beige interior","No accidents reported, 1 Owner","$31,989"
Subaru Outback,2020,"15,118 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$26,949"
Subaru Outback,2024,"2,455 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$31,999"
Subaru Outback,2020,"28,693 miles","Black exterior, Gray interior","No accidents reported, 1 Owner","$23,889"
Subaru Outback,2021,"24,585 miles","Black exterior, Beige interior","No accidents reported, 1 Owner","$28,998"
Subaru Outback,2021,"14,618 miles","Black exterior, Gray interior","No accidents reported, 1 Owner","$28,097"
Subaru Outback,2023,"5,609 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$35,479"
Subaru Outback,2022,"31,748 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$25,499"
Subaru Outback,2020,"40,394 miles","Black exterior, Gray interior","No accidents reported, 1 Owner","$26,828"
Subaru Outback,2020,"69,006 miles","White exterior, Brown interior","No accidents reported, 2 Owners","$24,323"
Subaru Outback,2023,"5,688 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$34,600"
Subaru Outback,2020,"49,318 miles","Silver exterior, Gray interior","2 accidents reported, 1 Owner","$23,998"
Subaru Outback,2021,"14,618 miles","Black exterior, Gray interior","No accidents reported, 1 Owner","$28,097"
Subaru Outback,2023,"8,474 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$34,600"
Subaru Outback,2020,"69,006 miles","White exterior, Brown interior","No accidents reported, 2 Owners","$24,323"
Subaru Outback,2023,"5,688 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$34,600"
Subaru Outback,2024,"5,699 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$34,800"
Subaru Outback,2022,"25,164 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$29,474"
Subaru Outback,2024,"6,202 miles","White exterior, Beige interior","No accidents reported, 1 Owner","$34,800"
Subaru Outback,2023,"5,011 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$35,300"
Subaru Outback,2022,"25,164 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$29,474"
Subaru Outback,2023,"7,345 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$34,900"
Subaru Outback,2023,"5,618 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$37,500"
Subaru Outback,2020,"25,038 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$28,998"
Subaru Outback,2021,"14,417 miles","Red exterior, Gray interior","No accidents reported, 1 Owner","$27,998"
Subaru Outback,2021,"19,989 miles","Green exterior, Gray interior","No accidents reported, 2 Owners","$25,800"
Subaru Outback,2023,"4,980 miles","White exterior, Beige interior","No accidents reported, 1 Owner","$35,900"
Subaru Outback,2023,"7,345 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$34,900"
Subaru Outback,2023,"5,618 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$37,500"
Subaru Outback,2021,"18,667 miles","Black exterior, Gray interior","No accidents reported, 1 Owner","$27,998"
Subaru Outback,2020,"24,615 miles","Gray exterior, Brown interior","No accidents reported, 1 Owner","$29,239"
Subaru Outback,2017,"51,853 miles","Blue exterior, Brown interior","No accidents reported, 1 Owner","$22,158"
Subaru Outback,2022,"6,967 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$30,000"
Subaru Outback,2023,"6,283 miles","White exterior, Beige interior","No accidents reported, 1 Owner","$35,900"
Subaru Outback,2024,"6,157 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$33,359"
Subaru Outback,2021,"2,306 miles","Green exterior, Gray interior","No accidents reported, 1 Owner","$32,493"
Subaru Outback,2023,"6,283 miles","White exterior, Beige interior","No accidents reported, 1 Owner","$35,900"
Subaru Outback,2024,"6,157 miles","Silver exterior, Gray interior","No accidents reported, 1 Owner","$33,359"
Subaru Outback,2021,"41,419 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$24,999"
Subaru Outback,2021,"32,683 miles","Green exterior, Beige interior","No accidents reported, 1 Owner","$28,399"
Subaru Outback,2022,"19,733 miles","Black exterior, Gray interior","1 accident reported, 3 Owners","$29,998"
Subaru Outback,2021,"40,623 miles","Gray exterior, Gray interior","No accidents reported, 1 Owner","$24,488"
Subaru Outback,2020,"56,974 miles","Blue exterior, Gray interior","1 accident reported, 1 Owner","$21,495"
Subaru Outback,2023,"2,220 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$38,600"
Subaru Outback,2021,"9,366 miles","Black exterior, Beige interior","No accidents reported, 1 Owner","$29,998"
Subaru Outback,2020,"49,318 miles","Silver exterior, Gray interior","2 accidents reported, 1 Owner","$23,998"
Subaru Outback,2023,"5,348 miles","Green exterior, Gray interior","No accidents reported, 1 Owner","$34,100"
Subaru Outback,2023,"2,220 miles","White exterior, Gray interior","No accidents reported, 1 Owner","$38,600"
Subaru WRX,2019,"38,318 miles","Gray exterior, Black interior","No accidents reported, 4 Owners","$26,298"
Subaru WRX,2018,"12,876 miles","White exterior, Black interior","No accidents reported, 1 Owner","$28,598"
Subaru WRX,2016,"43,959 miles","Blue exterior, Black interior","No accidents reported, 1 Owner","$21,998"
Subaru WRX,2016,"25,253 miles","Red exterior, Black interior","No accidents reported, 3 Owners","$29,998"
Toyota 4Runner,2021,"25,671 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$40,998"
Toyota 4Runner,2021,"25,671 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$40,998"
Toyota 4Runner,2021,"62,820 miles","Red exterior, Black interior","No accidents reported, 1 Owner","$27,600"
Toyota 4Runner,2021,"62,820 miles","Red exterior, Black interior","No accidents reported, 1 Owner","$27,600"
Toyota 4Runner,2019,"45,870 miles","Black exterior, Black interior","1 accident reported, 1 Owner","$29,998"
Toyota 4Runner,2021,"14,683 miles","Black exterior, Brown interior","No accidents reported, 1 Owner","$44,998"
Toyota 4Runner,2015,"89,016 miles","Gray exterior, Black interior","No accidents reported, 3 Owners","$27,444"
Toyota Avalon,2022,"35,234 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$23,899"
Toyota Avalon,2021,"40,595 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$30,998"
Toyota Avalon,2022,"35,234 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$23,899"
Toyota Avalon,2021,"40,595 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$30,998"
Toyota Camry,2020,"36,853 miles","Gray exterior, Black interior","1 accident reported, 1 Owner","$23,998"
Toyota Camry,2016,"100,359 miles","White exterior, Black interior","1 accident reported, 2 Owners","$16,998"
Toyota Camry,2018,"13,411 miles","Black exterior, Black interior","1 accident reported, 1 Owner","$24,998"
Toyota Camry,2023,"19,140 miles","White exterior, Unknown interior","No accidents reported, 1 Owner","$24,575"
Toyota Camry,2020,"36,853 miles","Gray exterior, Black interior","1 accident reported, 1 Owner","$23,998"
Toyota Camry,2020,"68,181 miles","Black exterior, Gray interior","1 accident reported, 1 Owner","$18,988"
Toyota Camry,2016,"100,359 miles","White exterior, Black interior","1 accident reported, 2 Owners","$16,998"
Toyota Camry,2022,"31,535 miles","White exterior, Black interior","No accidents reported, 1 Owner","$21,899"
Toyota Camry,2022,"31,634 miles","Silver exterior, Black interior","No accidents reported, 1 Owner","$22,100"
Toyota Camry,2023,"14,771 miles","Unknown exterior, Unknown interior","No accidents reported, 1 Owner","$25,995"
Toyota Camry,2020,"64,716 miles","Gray exterior, Black interior","No accidents reported, 1 Owner","$18,700"
